gestion,mes,mes,partida,descripcion
2020,12,Diciembre,0406,quesos
2020,12,Diciembre,0407,huevos
2020,12,Diciembre,0406,quesos
2020,4,Abril,0207,carne
2020,5,Mayo,0207,carne
2020,6,Junio,0207,carne
2020,7,Julio,0207,carne
2020,7,Julio,0402,leche
2020,7,Julio,0402,leche
2020,7,Julio,0207,carne
2020,8,Agosto,0207,carne
2020,8,Agosto,0402,leche
2020,8,Agosto,0207,carne
2020,9,Septiembre,0207,carne
2020,10,Octubre,0207,carne
2020,11,Noviembre,0207,carne
2020,12,Diciembre,0207,carne
2020,6,Junio,0201,carne
2020,6,Junio,0203,carne
2020,6,Junio,0203,carne
2020,6,Junio,0210,carne
2020,8,Agosto,0210,carne
2020,9,Septiembre,0210,carne
